"CN","ATTRIBUTE_NBR","ATTRIBUTE_DESCR","TIMBERLAND","EVAL_TYP","EXPRESSION","WHERE_CLAUSE","FOOTNOTE","ATTRIBUTE_GLOSSARY","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","NOTES"
"398944000440",35,"Average annual mortality of trees (at least 5 inches d.b.h./d.r.c.), in cubic feet, on timberland","Y","EXPMORT","t.tpamort_unadj*mortcfal* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPMORT'      and t.plt_cn=c.plt_cn and t.condid=c.condid","","Average annual cubic-foot mortality from trees that were live and on timberland at the time of the previous inventory and are dead in the current inventory.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br> Timberland: Forest land that is producing or is capable of producing crops of industrial wood and not withdrawn from timber utilization by statute or administrative regulation. (Note: Areas qualifying as timberland are capable of producing at least 20 cubic feet per acre per year of industrial wood in natural stands. Currently inaccessible and inoperable areas are included.)<br>","",2007-03-19,"10839","",2013-04-25,"440",""
"398945000440",37,"Average annual mortality of growing-stock trees (at least 5 inches d.b.h.), in cubic feet, on timberland","Y","EXPMORT","t.tpamort_unadj*t.mortcfgs* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPMORT'      and t.plt_cn=c.plt_cn and t.condid=c.condid","","Average annual cubic-foot mortality from trees that were live growing-stock trees on timberland at the time of the previous inventory and are dead in the current inventory.<br>Growing-stock:  All live trees of commercial species that meet minimum merchantability standards. In general, these trees have at least one solid 8-foot section, are reasonably free of form defect on the merchantable bole, and at least 34 percent or more of the volume is merchantable. For the California, Oregon, and Washington inventories, a 26 percent or more merchantable volume standard is applied, rather than 34 percent or more. Excludes rough or rotten cull trees.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br> Timberland: Forest land that is producing or is capable of producing crops of industrial wood and not withdrawn from timber utilization by statute or administrative regulation. (Note: Areas qualifying as timberland are capable of producing at least 20 cubic feet per acre per year of industrial wood in natural stands. Currently inaccessible and inoperable areas are included.)<br>","",2007-03-19,"10839","",2013-04-25,"440",""
"398946000440",38,"Average annual mortality of sawtimber trees, in board feet (International 1/4-inch rule), on timberland","Y","EXPMORT","t.tpamort_unadj*t.mortbfsl* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPMORT'      and t.plt_cn=c.plt_cn and t.condid=c.condid","","Average annual board-foot mortality from growing-stock trees that were or had achieved sawtimber-size by time of death and were on timberland at the time of the previous inventory and are dead in the current inventory.<br>Sawtimber: A tree of commercial species containing at least a 12-foot saw log or two noncontiguous saw logs 8 feet or longer, and meeting regional specifications for freedom from defect. Softwoods must be at least 9.0 inches d.b.h. Hardwoods must be at least 11.0 inches d.b.h.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br> Timberland: Forest land that is producing or is capable of producing crops of industrial wood and not withdrawn from timber utilization by statute or administrative regulation. (Note: Areas qualifying as timberland are capable of producing at least 20 cubic feet per acre per year of industrial wood in natural stands. Currently inaccessible and inoperable areas are included.)<br>","",2007-03-19,"10839","",2013-04-25,"440",""
"398947000440",39,"Average annual removals of live trees (at least 5 inches d.b.h./d.r.c.), in cubic feet, on forest land","N","EXPREMV","t.tparemv_unadj*fremvcfal* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPREMV'      and t.plt_cn=c.plt_cn and t.condid=c.condid","Removals are cut and utilized trees, trees killed as a result of harvest operations but not utilized, and live trees associated with land-use reclassifications.","Average annual sound cubic-foot removals on forest land. Trees that were live and on forest land at the time of the previous inventory and were removed from forest land by the time of the current inventory.<br>Footnote: Removals are cut and utilized trees, trees killed as a result of harvest operations but not utilized, and live trees associated with land-use reclassifications.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br>","",2007-03-19,"10839","",2013-04-25,"440",""
"172499762121573",260,"Average annual other removals in the merchantable bole of sawtimber trees, in cubic feet, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499763121573",305,"Average annual net growth biomass in the merchantable bole of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499764121573",310,"Average annual net growth biomass in the merchantable bole of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499765121573",605,"Average annual net growth carbon in the merchantable bole of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499766121573",610,"Average annual net growth carbon in the merchantable bole of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499767121573",611,"Average annual net growth carbon above ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499768121573",612,"Average annual net growth carbon above ground of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499769121573",613,"Average annual net growth carbon above ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499770121573",619,"Average annual net growth carbon below ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499771121573",628,"Average annual net growth carbon in the stump of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499772121573",614,"Average annual net growth carbon above ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499773121573",615,"Average annual net growth carbon above ground of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499774121573",616,"Average annual net growth carbon above ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499775121573",617,"Average annual net growth carbon below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499776121573",618,"Average annual net growth carbon below ground of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499777121573",620,"Average annual net growth carbon below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499778121573",621,"Average annual net growth carbon below ground of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499779121573",622,"Average annual net growth carbon below ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499780121573",623,"Average annual net growth carbon in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499781121573",624,"Average annual net growth carbon in the stump of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499782121573",625,"Average annual net growth carbon in the stump of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499783121573",626,"Average annual net growth carbon in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499784121573",627,"Average annual net growth carbon in the stump of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499785121573",629,"Average annual net growth carbon in the top and limbs of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499786121573",630,"Average annual net growth carbon in the top and limbs of grow-stocking trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499787121573",218,"Average annual mortality volume in the merchantable bole of sawtimber trees, in cubic feet, on forest land ***TEST***","N","EXPMORT","","","","","",2015-11-18,"121573","",,"",""
"172499788121573",224,"Average annual mortality volume in the merchantable bole of sawtimber trees, in cubic feet, on timberland ***TEST***","Y","EXPMORT","","","","","",2015-11-18,"121573","",,"",""
"172499789121573",230,"Average annual removals volume in the merchantable bole of sawtimber trees, in cubic feet, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499790121573",631,"Average annual net growth carbon in the top and limbs of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499791121573",632,"Average annual net growth carbon in the top and limbs of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499792121573",633,"Average annual net growth carbon in the top and limbs of grow-stocking trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499793121573",634,"Average annual net growth carbon in the top and limbs of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPGROW","","","","","",2015-11-18,"121573","",,"",""
"172499794121573",236,"Average annual removals volume in the merchantable bole of sawtimber trees, in cubic feet, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499795121573",242,"Average annual harvest removals in the merchantable bole of sawtimber trees, in cubic feet, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499796121573",248,"Average annual harvest removals in the merchantable bole of sawtimber trees, in cubic feet, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499797121573",368,"Average annual mortality biomass in the top and limbs of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPMORT","","","","","",2015-11-18,"121573","",,"",""
"172499798121573",635,"Average annual mortality carbon above ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPMORT","","","","","",2015-11-18,"121573","",,"",""
"172499799121573",636,"Average annual mortality carbon above ground of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPMORT","","","","","",2015-11-18,"121573","",,"",""
"172499800121573",637,"Average annual mortality carbon above ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPMORT","","","","","",2015-11-18,"121573","",,"",""
"172499801121573",638,"Average annual mortality carbon above ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPMORT","","","","","",2015-11-18,"121573","",,"",""
"172499802121573",640,"Average annual mortality carbon above ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPMORT","","","","","",2015-11-18,"121573","",,"",""
"172499803121573",380,"Average annual removals biomass below ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499804121573",381,"Average annual removals biomass in the merchantable bole of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499805121573",382,"Average annual removals biomass in the merchantable bole of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499806121573",384,"Average annual removals biomass in the merchantable bole of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499807121573",385,"Average annual removals biomass in the merchantable bole of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499808121573",386,"Average annual removals biomass in the merchantable bole of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499809121573",387,"Average annual removals biomass in the sawlog of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499810121573",374,"Average annual removals biomass above ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499811121573",375,"Average annual removals biomass below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499812121573",376,"Average annual removals biomass below ground of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499813121573",377,"Average annual removals biomass below ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499814121573",383,"Average annual removals biomass in the merchantable bole of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499815121573",390,"Average annual removals biomass in the merchantable bole above the sawlog of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499816121573",397,"Average annual removals biomass in the top and limbs of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499817121573",719,"Average annual harvest removals carbon in the merchantable bole of sawtimber trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499818121573",720,"Average annual harvest removals carbon in the sawlog of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499819121573",721,"Average annual harvest removals carbon in the sawlog of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499820121573",722,"Average annual harvest removals carbon in the merchantable bole of sawtimber trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499821121573",723,"Average annual harvest removals carbon in the merchantable bole above the sawlog of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499822121573",724,"Average annual harvest removals carbon in the merchantable bole above the sawlog of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499823121573",725,"Average annual harvest removals carbon in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499824121573",642,"Average annual mortality carbon below ground of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPMORT","","","","","",2015-11-18,"121573","",,"",""
"172499825121573",669,"Average annual removals carbon above ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499826121573",672,"Average annual removals carbon above ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499827121573",678,"Average annual removals carbon below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499828121573",686,"Average annual removals carbon in the merchantable bole of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499829121573",691,"Average annual removals carbon in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499830121573",698,"Average annual removals carbon in the top and limbs of grow-stocking trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499831121573",388,"Average annual removals biomass in the sawlog of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499832121573",403,"Average annual harvest removals biomass above ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499833121573",404,"Average annual harvest removals biomass above ground of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499834121573",405,"Average annual harvest removals biomass above ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499835121573",406,"Average annual harvest removals biomass above ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499836121573",407,"Average annual harvest removals biomass above ground of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"398948000440",16,"Net volume of saw-log portion of sawtimber trees, in cubic feet, on forest land","N","EXPVOL","t.tpa_unadj*t.volcsnet* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPVOL'      and t.plt_cn=c.plt_cn and t.condid=c.condid and c.cond_status_cd=1 and t.statuscd=1 and t.treeclcd=2","","Net cubic-foot volume in the sawlog portion. The net volume of wood in the central stem of a timber species tree of sawtimber size (9.0 inches diameter minimum for softwoods, 11.0 inches dimeter minimum for hardwoods), from a 1-foot stump to a minimum top diameter, (7.0 inches for softwoods, 9.0 inches for hardwoods) or to where the central stem breaks into limbs, all of which are less than the minimum top diameter. <br>Saw-log: A log meeting minimum standards of diameter, length, and defect, including logs at least 8 feet long, sound and straight, and with a minimum diameter inside bark of 6 inches for softwoods and 8 inches for hardwoods, or meeting other combinations of size and defect specified by regional standards.<br>Sawtimber: A tree of commercial species containing at least a 12-foot saw log or two noncontiguous saw logs 8 feet or longer, and meeting regional specifications for freedom from defect. Softwoods must be at least 9.0 inches d.b.h. Hardwoods must be at least 11.0 inches d.b.h.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br>","",2007-03-19,"10839","",2013-04-25,"440",""
"398949000440",40,"Average annual removals of growing-stock trees (at least 5 inches d.b.h.), in cubic feet, on forest land","N","EXPREMV","t.tparemv_unadj*fremvcfgs* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPREMV'      and t.plt_cn=c.plt_cn and t.condid=c.condid","Removals are cut and utilized trees, trees killed as a result of harvest operations but not utilized, and live trees associated with land-use reclassifications.","Average annual growing-stock cubic-foot removals on forest land. Trees that were growing-stock trees on forest land at the time of the previous inventory and were removed from forest land by the time of the current inventory.<br>Footnote: Removals are cut and utilized trees, trees killed as a result of harvest operations but not utilized, and live trees associated with land-use reclassifications.<br>Growing-stock:  All live trees of commercial species that meet minimum merchantability standards. In general, these trees have at least one solid 8-foot section, are reasonably free of form defect on the merchantable bole, and at least 34 percent or more of the volume is merchantable. For the California, Oregon, and Washington inventories, a 26 percent or more merchantable volume standard is applied, rather than 34 percent or more. Excludes rough or rotten cull trees.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br>","",2007-03-19,"10839","",2013-04-25,"440",""
"398950000440",43,"Average annual removals of growing-stock trees (at least 5 inches d.b.h.), in cubic feet, on timberland","Y","EXPREMV","t.tparemv_unadj*t.remvcfgs* decode(dia,null,adj_factor_subp, decode(least(dia,5-0.001),dia,adj_factor_micr, decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPREMV'      and t.plt_cn=c.plt_cn and t.condid=c.condid","Removals are cut and utilized trees, trees killed as a result of harvest operations but not utilized, and live trees associated with land-use reclassifications.","Average annual growing-stock cubic-foot removals on timberland. Trees that were growing-stock trees on timberland at the time of the previous inventory and were removed from timberland by the time of the current inventory.<br>Footnote: Removals are cut and utilized trees, trees killed as a result of harvest operations but not utilized, and live trees associated with land-use reclassifications.<br>Growing-stock:  All live trees of commercial species that meet minimum merchantability standards. In general, these trees have at least one solid 8-foot section, are reasonably free of form defect on the merchantable bole, and at least 34 percent or more of the volume is merchantable. For the California, Oregon, and Washington inventories, a 26 percent or more merchantable volume standard is applied, rather than 34 percent or more. Excludes rough or rotten cull trees.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br> Timberland: Forest land that is producing or is capable of producing crops of industrial wood and not withdrawn from timber utilization by statute or administrative regulation. (Note: Areas qualifying as timberland are capable of producing at least 20 cubic feet per acre per year of industrial wood in natural stands. Currently inaccessible and inoperable areas are included.)<br>","",2007-03-19,"10839","",2013-04-25,"440",""
"398951000440",59,"Belowground dry weight of live trees (at least 1 inch d.b.h./d.r.c), in short tons, on forest land","N","EXPVOL","t.tpa_unadj*t.drybio_bg/2000*decode(dia,null,adj_factor_subp,decode(least(dia,5-0.001),dia,adj_factor_micr,decode(least(dia, nvl(MACRO_BREAKPOINT_DIA,9999)-0.001),dia,adj_factor_subp,adj_factor_macr)))"," and pet.eval_typ='EXPVOL'      and t.plt_cn=c.plt_cn and t.condid=c.condid and c.cond_status_cd=1 and t.statuscd=1 ","","Dry biomass of the roots. The oven-dry biomass (pounds) of the belowground portion of a tree, includes coarse roots with a root diameter >=0.1 inch. This is a modeled estimate, calculated on live trees with a diameter of >=1 inch and dead trees with a diameter of >=5 inches, for both timber and woodland.<br>Tree: A woody plant usually having one or more erect perennial stems, a stem diameter at breast height of at least 3.0 inches, a more or less definitely formed crown of foliage, and a height of at least 15 feet at maturity.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br>","",2008-09-23,"10839","",2013-04-25,"440",""
